Publisher,SourceRepository,YearPublished
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2025
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2019
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Sweden Water Research,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Stockholm University,SITES data portal,2023
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Stockholm University,SITES data portal,2025
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Sweden Water Research,SITES data portal,2020
Sweden Water Research,SITES data portal,2019
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2023
Uppsala University,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2023
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2022
Stockholm University,SITES data portal,2025
Stockholm University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2021
Stockholm University,SITES data portal,2020
Stockholm University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2021
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2021
Sweden Water Research,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2022
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2024
University of Gothenburg,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2021
Uppsala University,SITES data portal,2024
Stockholm University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Stockholm University,SITES data portal,2025
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2025
Sweden Water Research,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2024
Stockholm University,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2025
Stockholm University,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2022
Swedish Polar Research Secretariat,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
University of Gothenburg,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2024
Sweden Water Research,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Sweden Water Research,SITES data portal,2023
Stockholm University,SITES data portal,2020
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Stockholm University,SITES data portal,2025
Uppsala University,SITES data portal,2025
Uppsala University,SITES data portal,2020
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Sweden Water Research,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2020
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Sweden Water Research,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
Stockholm University,SITES data portal,2021
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish Polar Research Secretariat,SITES data portal,2025
Swedish Polar Research Secretariat,SITES data portal,2025
University of Gothenburg,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2022
Sweden Water Research,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
University of Gothenburg,SITES data portal,2024
Stockholm University,SITES data portal,2021
Uppsala University,SITES data portal,2020
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2021
University of Gothenburg,SITES data portal,2024
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Stockholm University,SITES data portal,2023
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2021
Uppsala University,SITES data portal,2022
Uppsala University,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2023
Sweden Water Research,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2021
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2024
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2019
Swedish University of Agricultural Sciences,SITES data portal,2019
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish Polar Research Secretariat,SITES data portal,2022
Sweden Water Research,SITES data portal,2024
Uppsala University,SITES data portal,2020
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2020
University of Gothenburg,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
University of Gothenburg,SITES data portal,2022
Uppsala University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2023
Stockholm University,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2021
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
Swedish University of Agricultural Sciences,SITES data portal,2025
University of Gothenburg,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2025
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2024
Swedish University of Agricultural Sciences,SITES data portal,2022
Uppsala University,SITES data portal,2020
Swedish Polar Research Secretariat,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2022
Stockholm University,SITES data portal,2022
Swedish University of Agricultural Sciences,SITES data portal,2023
